date,trend,weekly,annual,events,promo,noise,intensity,discount,price_index,line_items,actual_revenue,actual_units
2023-08-17,1.23345,0.896186,1.026258,1.013266,0.943436,0.73004,0.791697,0.061111,1.022088,47,4267.79,91
2023-08-18,1.23426,1.105505,1.028264,1.059703,0.943436,0.860057,1.206412,0.070634,1.022186,72,6948.76,148
2023-08-19,1.235067,1.282685,1.030212,1.108565,0.943436,0.969052,1.654086,0.080653,1.022284,98,9618.38,198
2023-08-20,1.235871,1.105505,1.032106,1.157389,1.471344,1.028635,2.47009,0.270665,1.022382,147,10557.43,309
2023-08-21,1.236672,0.896186,1.033945,1.203273,1.386494,0.950289,1.816721,0.251143,1.02248,108,8591.39,200
2023-08-22,1.23747,0.857418,1.035732,1.243145,1.315282,0.751059,1.349551,0.235037,1.022578,80,5504.95,177
2023-08-23,1.238265,0.857418,1.037469,1.274093,1.255515,0.945385,1.665764,0.221005,1.022676,99,7295.86,201
2023-08-24,1.239057,0.896186,1.039157,1.293721,1.205355,1.263784,2.274045,0.207927,1.022774,135,10602.28,285
2023-08-25,1.239846,1.105505,1.040798,1.300447,1.163257,0.858058,1.851738,0.194952,1.022872,110,9663.43,231
2023-08-26,1.240632,1.282685,1.042394,1.293721,1.127925,1.073327,2.598051,0.181526,1.02297,154,13577.9,311
2023-08-27,1.241415,1.105505,1.043947,1.274093,1.098273,0.970834,1.946311,0.16739,1.023068,116,8682.13,235
2023-08-28,1.242195,0.896186,1.045459,1.243145,1.073386,0.975623,1.515147,0.152559,1.023166,90,7239.5,183
2023-08-29,1.242972,0.857418,1.046933,1.203273,1.052499,0.842338,1.19027,0.137261,1.023264,71,6679.31,125
2023-08-30,1.243746,0.857418,1.04837,1.157389,1.03497,0.891093,1.193353,0.121875,1.023362,71,5687.89,134
2023-08-31,1.244517,0.896186,1.049772,1.108565,1.020258,1.161097,1.537566,0.106847,1.023461,91,7779.12,184
2023-09-01,1.245284,1.105505,1.051143,1.059703,1.00791,1.14394,1.768073,0.092617,1.023559,105,10379.01,202
2023-09-02,1.246049,1.282685,1.052484,1.013266,0.997547,1.351991,2.298801,0.079561,1.023657,136,10779.53,259
2023-09-03,1.246811,1.105505,1.053798,0.971102,0.98885,1.319028,1.839789,0.06795,1.023755,109,9083.22,214
2023-09-04,1.24757,0.896186,1.055087,0.934381,0.981551,1.170693,1.266575,0.057931,1.023853,75,7478.62,138
2023-09-05,1.248325,0.857418,1.056354,0.903618,0.975425,1.365351,1.360669,0.049534,1.023951,81,8015.18,163
2023-09-06,1.249078,0.857418,1.0576,0.878778,0.970283,1.184905,1.144366,0.042688,1.024049,68,6281.56,136
2023-09-07,1.249827,0.896186,1.058829,0.859417,0.965968,1.195247,1.176789,0.037246,1.024147,70,7168.56,137
2023-09-08,1.250574,1.105505,1.060043,0.844833,0.962346,1.012929,1.206909,0.033021,1.024245,72,6689.16,134
2023-09-09,1.251317,1.282685,1.061244,0.834206,0.959307,1.009386,1.375912,0.029805,1.024344,82,8049.93,171
2023-09-10,1.252057,1.105505,1.062435,0.82671,0.956756,0.899076,1.045774,0.027398,1.024442,62,7059.91,122
2023-09-11,1.252794,0.896186,1.063619,0.821588,0.954615,1.111772,1.041268,0.025618,1.02454,62,7324.91,136
2023-09-12,1.253528,0.857418,1.064797,0.818197,0.952818,0.865327,0.772044,0.02431,1.024638,46,5278.37,92
2023-09-13,1.254259,0.857418,1.065973,0.81602,0.95131,1.063435,0.946369,0.023349,1.024736,56,5055.33,97
2023-09-14,1.254987,0.896186,1.067148,0.814665,0.950045,0.987898,0.917693,0.02264,1.024835,54,4581.26,105
2023-09-15,1.255712,1.105505,1.068326,0.813846,0.948982,1.180759,1.352435,0.02211,1.024933,80,7299.69,167
2023-09-16,1.256434,1.282685,1.069509,0.813367,0.948091,1.180063,1.568503,0.021708,1.025031,93,9060.03,165
2023-09-17,1.257153,1.105505,1.070698,0.813094,0.947343,1.384999,1.587497,0.021397,1.025129,94,9025.76,177
2023-09-18,1.257868,0.896186,1.071897,0.812943,0.946715,1.244079,1.156948,0.021152,1.025227,69,6728.07,127
2023-09-19,1.258581,0.857418,1.073108,0.812862,0.946188,0.848482,0.755709,0.020955,1.025326,45,4497.06,86
2023-09-20,1.25929,0.857418,1.074333,0.81282,0.945746,0.929908,0.829213,0.020796,1.025424,49,6224.71,89
2023-09-21,1.259997,0.896186,1.075574,0.812799,0.945374,0.813652,0.759335,0.020665,1.025522,45,4386.77,89
2023-09-22,1.2607,1.105505,1.076834,0.812789,0.945063,0.856428,0.987302,0.020557,1.02562,59,6081.12,114
2023-09-23,1.2614,1.282685,1.078114,0.812784,0.944801,1.181908,1.583204,0.020466,1.025719,94,8433.98,191
2023-09-24,1.262097,1.105505,1.079418,0.812781,0.944582,1.160582,1.341936,0.020391,1.025817,80,7889.57,158
2023-09-25,1.262791,0.896186,1.080746,0.81278,0.944398,0.943876,0.886127,0.020328,1.025915,53,5406.54,96
2023-09-26,1.263482,0.857418,1.082101,0.81278,0.944243,0.837545,0.75352,0.020275,1.026014,45,3394.86,84
2023-09-27,1.26417,0.857418,1.083485,0.81278,0.944113,0.939636,0.846794,0.020231,1.026112,50,4897.12,95
2023-09-28,1.264855,0.896186,1.084899,0.81278,0.944005,0.811186,0.765413,0.020194,1.02621,45,3920.69,88
2023-09-29,1.265537,1.105505,1.086346,0.81278,0.943913,0.836141,0.974962,0.020163,1.026309,58,4865.31,115
2023-09-30,1.266215,1.282685,1.087827,0.81278,0.943836,0.97922,1.327202,0.020137,1.026407,79,9002.26,159
2023-10-01,1.266891,1.105505,1.089344,0.81278,0.943772,1.17431,1.374319,0.020115,1.026505,82,8673.94,169
2023-10-02,1.267563,0.896186,1.090898,0.81278,0.943718,1.152982,1.095948,0.020096,1.026604,65,6427.79,121
2023-10-03,1.268233,0.857418,1.092492,0.81278,0.943673,0.741765,0.675881,0.020081,1.026702,40,3972.68,80
2023-10-04,1.268899,0.857418,1.094125,0.81278,0.943635,0.937947,0.856331,0.020068,1.0268,51,5136.45,95
2023-10-05,1.269563,0.896186,1.0958,0.81278,0.943603,0.983386,0.940308,0.020057,1.026899,56,5256.5,111
2023-10-06,1.270223,1.105505,1.097519,0.81278,0.943576,1.052368,1.243854,0.020048,1.026997,74,6439.77,135
2023-10-07,1.27088,1.282685,1.099281,0.81278,0.943553,1.290429,1.773399,0.02004,1.027096,105,11119.28,220
2023-10-08,1.271534,1.105505,1.101088,0.81278,0.943535,0.798417,0.9477,0.020034,1.027194,56,6800.24,119
2023-10-09,1.272185,0.896186,1.102941,0.81278,0.943519,0.841545,0.811524,0.020028,1.027293,48,4779.97,87
2023-10-10,1.272833,0.857418,1.104841,0.81278,0.943505,1.023325,0.946226,0.020024,1.027391,56,6176.08,103
2023-10-11,1.273478,0.857418,1.106789,0.81278,0.943494,0.791277,0.733314,0.02002,1.027489,44,5030.08,81
2023-10-12,1.27412,0.896186,1.108786,0.81278,0.943485,1.143564,1.110259,0.020017,1.027588,66,7170.22,144
2023-10-13,1.274759,1.105505,1.110831,0.81278,0.943477,1.101898,1.322763,0.020014,1.027686,79,7548.2,163
2023-10-14,1.275395,1.282685,1.112925,0.81278,0.94347,1.168499,1.631398,0.020012,1.027785,97,10078.97,183
2023-10-15,1.276028,1.105505,1.115069,0.81278,0.943465,0.964449,1.163323,0.02001,1.027883,69,7936.47,139
2023-10-16,1.276658,0.896186,1.117263,0.812781,0.94346,1.109789,1.087841,0.020008,1.027982,65,7088.03,120
2023-10-17,1.277284,0.857418,1.119507,0.812786,0.943456,1.211034,1.138574,0.020008,1.02808,68,7374.2,143
2023-10-18,1.277908,0.857418,1.121801,0.812807,0.943453,1.101631,1.03837,0.02001,1.028179,62,6935.45,117
2023-10-19,1.278529,0.896186,1.124145,0.812889,0.94345,1.065966,1.052991,0.020022,1.028277,63,6626.07,120
2023-10-20,1.279147,1.105505,1.126539,0.813171,0.943448,1.05945,1.294814,0.020064,1.028376,77,8428.65,136
2023-10-21,1.279762,1.282685,1.128982,0.814036,0.943446,0.891978,1.269555,0.020197,1.028475,75,8446.96,149
2023-10-22,1.280373,1.105505,1.131474,0.816391,0.943445,0.934962,1.153323,0.020558,1.028573,68,7500.38,120
2023-10-23,1.280982,0.896186,1.134015,0.822066,0.943443,0.94978,0.958972,0.021431,1.028672,57,6161.27,108
2023-10-24,1.281588,0.857418,1.136603,0.834149,0.943442,1.034897,1.017199,0.023288,1.02877,60,7109.18,124
2023-10-25,1.282191,0.857418,1.139238,0.856779,0.943441,1.169681,1.184162,0.026768,1.028869,70,7171.83,135
2023-10-26,1.282791,0.896186,1.141919,0.893847,0.94344,0.896798,0.992799,0.032469,1.028967,59,6283.29,95
2023-10-27,1.283388,1.105505,1.144644,0.946437,0.94344,0.939894,1.362931,0.040557,1.029066,81,7879.82,152
2023-10-28,1.283982,1.282685,1.147413,1.00997,0.943439,1.215575,2.188783,0.050328,1.029165,130,13546.88,230
2023-10-29,1.284573,1.105505,1.150225,1.073109,0.943439,0.952895,1.575812,0.060038,1.029263,94,8983.28,194
2023-10-30,1.285161,0.896186,1.153077,1.120322,0.943438,0.864802,1.213913,0.067299,1.029362,72,6594.66,143
2023-10-31,1.285747,0.857418,1.155969,1.137891,0.943438,0.974681,1.333432,0.070001,1.029461,79,6882.65,168
2023-11-01,1.286329,0.857418,1.158898,1.120322,0.943437,1.11902,1.511763,0.067298,1.029559,90,9086.93,176
2023-11-02,1.286908,0.896186,1.161863,1.073109,0.943437,1.036597,1.406266,0.060037,1.029658,83,8503.91,160
2023-11-03,1.287485,1.105505,1.164861,1.00997,0.943437,1.229536,1.942404,0.050327,1.029757,115,12452.9,220
2023-11-04,1.288059,1.282685,1.167891,0.946437,0.943437,1.216054,2.095152,0.040556,1.029855,124,13665.39,262
2023-11-05,1.288629,1.105505,1.170951,0.893847,0.943437,1.208655,1.700222,0.032468,1.029954,101,12441.82,183
2023-11-06,1.289197,0.896186,1.174038,0.856779,1.769824,1.155174,2.375996,0.206767,1.030053,141,11270.89,270
2023-11-07,1.289762,0.857418,1.177149,0.834149,1.577449,1.48324,2.540645,0.161384,1.030151,151,13088.94,295
2023-11-08,1.290324,0.857418,1.180283,0.822066,1.429857,1.107497,1.699887,0.127378,1.03025,101,10018.32,212
2023-11-09,1.290884,0.896186,1.183436,0.816391,1.316623,0.763624,1.123749,0.101841,1.030349,67,6146.08,134
2023-11-10,1.29144,1.105505,1.186605,0.814036,1.229749,1.151344,1.952569,0.082557,1.030447,116,11591.17,209
2023-11-11,1.291994,1.282685,1.189788,0.813171,1.163098,0.975893,1.819912,0.067906,1.030546,108,11555.26,208
2023-11-12,1.292545,1.105505,1.192981,0.812889,1.111963,1.002504,1.544711,0.056725,1.030645,92,8161.73,177
2023-11-13,1.293093,0.896186,1.196182,0.812808,1.722013,1.211698,2.350953,0.228167,1.030744,140,11312.9,267
2023-11-14,1.293638,0.857418,1.199387,0.812788,1.459372,0.836887,1.320611,0.15714,1.030843,78,7113.66,157
2023-11-15,1.29418,0.857418,1.202592,0.812786,1.287023,0.77488,1.08169,0.110731,1.030941,64,5621.32,133
2023-11-16,1.29472,0.896186,1.205794,0.812791,1.173507,0.715772,0.955183,0.080314,1.03104,57,4771.61,106
2023-11-17,1.295257,1.105505,1.20899,0.812805,1.098426,0.785692,1.214364,0.060309,1.031139,72,9009.02,157
2023-11-18,1.295791,1.282685,1.212175,0.812848,1.048532,0.976626,1.677024,0.0471,1.031238,100,9813.49,190
2023-11-19,1.296323,1.105505,1.215347,0.813475,1.0152,1.067329,1.53521,0.038398,1.031337,91,10395.38,159
2023-11-20,1.296851,0.896186,1.2185,0.826211,0.992803,1.060867,1.232335,0.033857,1.031435,73,7307.47,159
2023-11-21,1.297377,0.857418,1.221631,0.963229,0.977658,0.821854,1.051745,0.043983,1.031534,62,5993.3,106
2023-11-22,1.297901,0.857418,1.224735,1.664885,0.967347,0.657025,1.442198,0.113273,1.031633,86,7678.85,180
2023-11-23,1.298421,0.896186,1.22781,3.227473,0.960276,0.865894,3.834142,0.271698,1.031732,228,16782.97,439
2023-11-24,1.298939,1.105505,1.230849,4.254758,0.95539,0.881408,6.332666,0.376493,1.031831,376,22794.51,737
2023-11-25,1.299455,1.282685,1.23385,3.538382,0.951987,1.019735,7.064255,0.310443,1.03193,419,29491.05,798
2023-11-26,1.299967,1.105505,1.236807,3.0535,0.949599,1.112846,5.735459,0.291493,1.032029,340,26623.02,656
2023-11-27,1.300477,0.896186,1.239716,3.253898,0.947909,1.054445,4.699131,0.337763,1.032127,279,20593.76,576
2023-11-28,1.300985,0.857418,1.242573,2.231267,0.946704,1.135821,3.325542,0.206241,1.032226,197,17382.56,382
2023-11-29,1.301489,0.857418,1.245373,1.160823,0.945838,1.076593,1.642733,0.064643,1.032325,98,10306.75,178
2023-11-30,1.301991,0.896186,1.248112,0.898783,0.945211,1.105335,1.367532,0.029014,1.032424,81,8316.5,147
2023-12-01,1.302491,1.105505,1.250784,0.904362,0.944755,0.927102,1.426613,0.028288,1.032523,85,10205.17,167
2023-12-02,1.302988,1.282685,1.253386,0.944929,0.94442,0.94314,1.763134,0.0317,1.032622,105,11536.23,192
2023-12-03,1.303482,1.105505,1.255912,0.999776,0.944173,1.003884,1.714993,0.036406,1.032721,102,11869.55,202
2023-12-04,1.303974,0.896186,1.258358,1.070154,0.94399,1.126606,1.673621,0.042477,1.03282,99,10142.15,166
2023-12-05,1.304464,0.857418,1.260719,1.157316,0.943854,0.977831,1.506133,0.050015,1.032919,89,9102.27,181
2023-12-06,1.30495,0.857418,1.26299,1.26136,0.943752,1.067307,1.795449,0.059028,1.033018,107,11875.78,205
2023-12-07,1.305435,0.896186,1.265168,1.380824,0.943675,0.978071,1.886395,0.069386,1.033117,112,11320.42,229
2023-12-08,1.305917,1.105505,1.267247,1.512396,0.943618,0.969955,2.532505,0.0808,1.033216,150,14370.33,296
2023-12-09,1.306396,1.282685,1.269222,1.650838,0.943574,1.114631,3.6927,0.092814,1.033315,219,24071.86,407
2023-12-10,1.306873,1.105505,1.27109,1.789173,0.943541,0.766543,2.376402,0.104821,1.033414,141,13368.09,277
2023-12-11,1.307347,0.896186,1.272845,1.919179,0.943516,0.746399,2.015581,0.116106,1.033513,120,11416.1,222
2023-12-12,1.307819,0.857418,1.274483,2.032148,0.943497,0.719175,1.970629,0.125913,1.033612,117,11868.21,218
2023-12-13,1.308289,0.857418,1.276,2.119835,0.943483,0.624835,1.788746,0.133525,1.033711,106,9206.32,204
2023-12-14,1.308756,0.896186,1.277392,2.175447,0.943472,0.762327,2.344227,0.138353,1.03381,139,13571.07,262
2023-12-15,1.309221,1.105505,1.278654,2.194505,0.943463,1.012289,3.878759,0.140006,1.033909,230,22949.93,486
2023-12-16,1.309684,1.282685,1.279782,2.175451,0.943457,0.957384,4.224542,0.138351,1.034008,251,22908.96,496
2023-12-17,1.310144,1.105505,1.280773,2.119878,0.943452,1.009317,3.744639,0.133531,1.034107,222,20016.88,425
2023-12-18,1.310602,0.896186,1.281622,2.032502,0.943448,1.17512,3.392033,0.126003,1.034207,201,21986.0,370
2023-12-19,1.311057,0.857418,1.282325,1.921491,0.943445,1.284469,3.356538,0.116748,1.034306,199,21828.63,390
2023-12-20,1.31151,0.857418,1.28288,1.800902,0.943443,1.074796,2.634405,0.108136,1.034405,156,16618.57,316
2023-12-21,1.311961,0.896186,1.283283,1.696589,0.943442,1.249812,3.01841,0.105983,1.034504,179,19946.77,366
2023-12-22,1.31241,1.105505,1.28353,1.642728,0.94344,1.0906,3.147613,0.121429,1.034603,187,17000.04,357
2023-12-23,1.312856,1.282685,1.283618,1.623226,1.643625,0.904582,5.216778,0.346971,1.034702,310,23635.22,609
2023-12-24,1.313301,1.105505,1.283544,1.554474,1.517439,0.878697,3.862508,0.389252,1.034801,229,14477.24,425
2023-12-25,1.313743,0.896186,1.283306,1.566433,1.413995,0.761633,2.548849,0.437862,1.0349,151,9854.18,297
2023-12-26,1.314182,0.857418,1.282901,1.790054,1.329192,0.791724,2.723136,0.447234,1.035,162,9651.73,310
2023-12-27,1.31462,0.857418,1.282327,1.860448,1.259673,0.8689,2.943315,0.395431,1.035099,175,10834.99,339
2023-12-28,1.315055,0.896186,1.28158,1.633472,1.202682,1.068365,3.170078,0.307148,1.035198,188,14101.21,339
2023-12-29,1.315489,1.105505,1.28066,1.357388,1.155962,1.317751,3.8509,0.229789,1.035297,229,19518.31,440
2023-12-30,1.31592,1.282685,1.279565,1.200247,1.117661,0.890729,2.580704,0.192884,1.035396,153,13978.52,302
2023-12-31,1.316349,1.105505,1.278293,1.16981,1.086263,1.013337,2.395335,0.194632,1.035496,142,11788.48,276
2024-01-01,1.316776,0.896186,1.276452,1.207428,1.060523,0.855177,1.649498,0.215748,1.035595,98,9129.66,180
2024-01-02,1.317201,0.857418,1.274777,1.253311,1.963507,1.011327,3.583126,0.415857,1.035694,213,13794.27,438
2024-01-03,1.317624,0.857418,1.272921,1.269344,1.794407,0.979383,3.208031,0.391558,1.035793,190,12811.74,385
2024-01-04,1.318045,0.896186,1.270885,1.241035,1.653361,0.750635,2.312146,0.35197,1.035893,137,10253.29,291
2024-01-05,1.318464,1.105505,1.268667,1.173759,1.535711,1.034184,3.44717,0.299073,1.035992,205,15364.39,412
2024-01-06,1.31888,1.282685,1.266268,1.08558,1.437573,0.919394,3.073579,0.240403,1.036091,182,15077.36,341
2024-01-07,1.319295,1.105505,1.263688,0.997449,1.355709,0.891756,2.222519,0.184819,1.03619,132,10939.62,249
2024-01-08,1.319708,0.896186,1.260927,0.924711,1.287417,0.814192,1.4455,0.138728,1.03629,86,7977.72,166
2024-01-09,1.320119,0.857418,1.257986,0.873513,1.230446,0.839342,1.284554,0.104481,1.036389,76,6578.98,144
2024-01-10,1.320528,0.857418,1.254866,0.842278,1.182917,0.997709,1.412379,0.081023,1.036488,84,6934.39,163
2024-01-11,1.320936,0.896186,1.251567,0.825604,1.143265,0.966287,1.351322,0.065642,1.036588,80,8225.01,148
2024-01-12,1.321341,1.105505,1.248092,0.817771,1.110182,1.032651,1.709235,0.055524,1.036687,101,9482.28,213
2024-01-13,1.321744,1.282685,1.244442,0.814519,1.082581,1.062221,1.976144,0.04855,1.036786,117,13385.86,214
2024-01-14,1.322146,1.105505,1.240619,0.813323,1.059551,1.238548,1.935423,0.04341,1.036886,115,13573.32,240
2024-01-15,1.322546,0.896186,1.236625,0.812932,1.040335,1.018544,1.262566,0.039394,1.036985,75,7946.24,144
2024-01-16,1.322944,0.857418,1.232462,0.812818,1.024302,0.80248,0.934035,0.036139,1.037085,55,5566.5,116
2024-01-17,1.32334,0.857418,1.228132,0.812788,1.010923,1.080918,1.23765,0.033453,1.037184,73,7533.34,148
2024-01-18,1.323735,0.896186,1.22364,0.812781,0.999759,0.972799,1.14748,0.031221,1.037283,68,6749.06,139
2024-01-19,1.324127,1.105505,1.218987,0.81278,0.990443,1.164481,1.672724,0.02936,1.037383,99,11436.01,201
2024-01-20,1.324519,1.282685,1.214178,0.81278,0.982669,1.11141,1.83111,0.027809,1.037482,109,12243.44,213
2024-01-21,1.324908,1.105505,1.209215,0.81278,0.976181,1.012262,1.422479,0.026515,1.037582,84,8711.69,165
2024-01-22,1.325296,0.896186,1.204101,0.81278,0.970767,1.052757,1.187928,0.025436,1.037681,71,9574.85,139
2024-01-23,1.325682,0.857418,1.198842,0.81278,0.966248,1.357011,1.452242,0.024536,1.03778,86,9789.78,180
2024-01-24,1.326066,0.857418,1.193441,0.81278,0.962477,1.511375,1.604332,0.023785,1.03788,95,11801.17,201
2024-01-25,1.326449,0.896186,1.187901,0.81278,0.95933,1.161634,1.279026,0.023158,1.037979,76,7980.4,139
2024-01-26,1.32683,1.105505,1.182229,0.81278,0.956703,1.073926,1.448111,0.022635,1.038079,86,10353.47,177
2024-01-27,1.32721,1.282685,1.176427,0.81278,0.954511,1.198585,1.862288,0.022199,1.038178,111,12781.58,219
2024-01-28,1.327588,1.105505,1.170501,0.81278,0.952681,0.933816,1.242159,0.021835,1.038278,74,8732.38,156
2024-01-29,1.327965,0.896186,1.164455,0.81278,0.951153,1.021045,1.093895,0.021531,1.038377,65,6568.72,135
2024-01-30,1.32834,0.857418,1.158294,0.81278,0.949879,0.998287,1.016757,0.021278,1.038477,60,6745.64,124
2024-01-31,1.328714,0.857418,1.152025,0.81278,0.948814,1.042186,1.054837,0.021066,1.038576,63,7478.65,127
2024-02-01,1.329086,0.896186,1.14565,0.81278,1.359497,0.890858,1.343268,0.20089,1.038676,80,6615.82,158
2024-02-02,1.329457,1.105505,1.139177,0.81278,1.26497,0.752901,1.296035,0.159726,1.038775,77,6923.18,141
2024-02-03,1.329826,1.282685,1.132609,0.81278,1.191936,0.660232,1.235712,0.127932,1.038875,73,6686.74,147
2024-02-04,1.330195,1.105505,1.125954,0.812781,1.52043,0.727669,1.488918,0.283377,1.038974,88,6114.48,163
2024-02-05,1.330561,0.896186,1.119215,0.812799,1.403505,0.830986,1.265138,0.230126,1.039074,75,6988.7,140
2024-02-06,1.330927,0.857418,1.1124,0.812943,1.310455,0.892373,1.206804,0.18775,1.039174,72,6392.44,131
2024-02-07,1.331291,0.857418,1.105512,0.813846,1.236367,1.278094,1.622863,0.15415,1.039273,96,8487.88,194
2024-02-08,1.331653,0.896186,1.098559,0.818197,1.177346,1.279562,1.615981,0.128112,1.039373,96,9308.21,175
2024-02-09,1.332015,1.105505,1.091545,0.834206,1.130305,0.938902,1.422985,0.109918,1.039472,84,7803.58,163
2024-02-10,1.332375,1.282685,1.084476,0.878778,1.092792,1.025234,1.824763,0.101922,1.039572,108,10287.94,209
2024-02-11,1.332734,1.105505,1.077359,0.971102,1.062864,0.944199,1.54693,0.107175,1.039672,92,7946.71,177
2024-02-12,1.333092,0.896186,1.070198,1.108565,1.038975,0.934406,1.376018,0.124438,1.039771,82,7335.21,165
2024-02-13,1.333449,0.857418,1.062999,1.243145,1.019897,0.998904,1.539231,0.143306,1.039871,91,9121.13,182
2024-02-14,1.333804,0.857418,1.055768,1.300447,1.004655,1.091213,1.721364,0.148079,1.03997,102,9840.3,190
2024-02-15,1.334159,0.896186,1.048512,1.243145,0.992471,0.974896,1.507915,0.130749,1.04007,90,9559.95,181
2024-02-16,1.334512,1.105505,1.041234,1.108565,0.982728,1.15653,1.935453,0.098688,1.04017,115,10602.11,210
2024-02-17,1.334864,1.282685,1.033941,0.971102,0.974933,0.882159,1.478561,0.066927,1.040269,88,10174.39,183
2024-02-18,1.335216,1.105505,1.026639,0.878778,0.968694,0.953075,1.229483,0.045135,1.040369,73,7990.74,145
2024-02-19,1.335566,0.896186,1.019332,0.834206,0.963699,1.443961,1.41628,0.033703,1.040469,84,7912.2,160
2024-02-20,1.335915,0.857418,1.012026,0.818197,0.959697,1.169872,1.064863,0.028584,1.040569,63,6571.73,133
2024-02-21,1.336263,0.857418,1.004727,0.813846,0.95649,1.302904,1.16753,0.02622,1.040668,69,8143.05,147
2024-02-22,1.33661,0.896186,0.997439,0.812943,1.875899,1.106495,2.016084,0.204854,1.040768,120,9659.83,240
2024-02-23,1.336957,1.105505,0.990168,0.812799,1.633016,1.1245,2.184339,0.156861,1.040868,130,13004.89,269
2024-02-24,1.337302,1.282685,0.982919,0.812781,1.453444,1.02781,2.04716,0.121362,1.040968,122,12304.65,248
2024-02-25,1.337647,1.105505,0.975697,0.81278,1.32067,0.979153,1.516472,0.095089,1.041067,90,9452.74,174
2024-02-26,1.33799,0.896186,0.968506,0.81278,1.222492,0.878684,1.013922,0.075639,1.041167,60,5784.35,117
2024-02-27,1.338333,0.857418,0.961351,0.81278,1.149889,1.0142,1.045662,0.061239,1.041267,62,6219.96,133
2024-02-28,1.338675,0.857418,0.954237,0.81278,1.096195,0.880011,0.858762,0.050574,1.041367,51,5568.32,94
2024-02-29,1.339016,0.896186,0.947168,0.81278,1.056481,1.051158,1.025921,0.042674,1.041466,61,6035.45,117
2024-03-01,1.339357,1.105505,0.94015,0.81278,1.027105,1.191243,1.384337,0.036821,1.041566,82,6718.96,174
2024-03-02,1.339696,1.282685,0.933185,0.81278,1.005372,1.117459,1.464283,0.032483,1.041666,87,8957.2,180
2024-03-03,1.340035,1.105505,0.926278,0.81278,1.582421,0.990881,1.748777,0.209268,1.041766,104,8883.79,197
2024-03-04,1.340374,0.896186,0.919433,0.81278,1.390133,1.061525,1.324658,0.15214,1.041866,79,7011.31,159
2024-03-05,1.340711,0.857418,0.912655,0.81278,1.2558,0.969966,1.038686,0.112277,1.041965,62,7295.26,138
2024-03-06,1.341049,0.857418,0.905946,0.81278,1.161931,1.13249,1.114108,0.084456,1.042065,66,6447.43,136
2024-03-07,1.341385,0.896186,0.899311,0.81278,1.096322,0.789724,0.76076,0.065035,1.042165,45,4865.14,102
2024-03-08,1.341721,1.105505,0.892752,0.81278,1.050451,0.871052,0.984796,0.051476,1.042265,58,6780.73,108
2024-03-09,1.342056,1.282685,0.886274,0.81278,1.018371,0.7034,0.88826,0.042006,1.042365,53,5313.38,101
2024-03-10,1.342391,1.105505,0.87988,0.81278,0.995929,0.703036,0.74309,0.035391,1.042465,44,3951.32,70
2024-03-11,1.342725,0.896186,0.873572,0.81278,0.980224,1.078926,0.903594,0.030768,1.042565,54,5852.65,91
2024-03-12,1.343059,0.857418,0.867353,0.81278,0.969229,1.168395,0.919333,0.027537,1.042665,55,7302.3,114
2024-03-13,1.343392,0.857418,0.861227,0.81278,0.961529,0.943185,0.731216,0.025278,1.042765,43,3891.29,71
2024-03-14,1.343725,0.896186,0.855197,0.81278,0.956135,0.778182,0.622799,0.023698,1.042864,37,3380.96,67
2024-03-15,1.344058,1.105505,0.849264,0.81278,0.952354,0.584365,0.57079,0.022593,1.042964,34,2785.5,66
2024-03-16,1.34439,1.282685,0.843431,0.81278,0.949702,0.759863,0.853081,0.021819,1.043064,51,5111.62,105
2024-03-17,1.344722,1.105505,0.837701,0.81278,0.947842,1.298913,1.246152,0.021277,1.043164,74,8729.51,141
2024-03-18,1.345053,0.896186,0.832076,0.81278,0.946536,1.16368,0.897934,0.020897,1.043264,53,5353.94,113
2024-03-19,1.345384,0.857418,0.826558,0.81278,1.542808,0.964697,1.153422,0.20063,1.043364,68,5573.02,129
2024-03-20,1.345715,0.857418,0.821149,0.81278,1.368372,1.053375,1.110013,0.148061,1.043464,66,5550.88,121
2024-03-21,1.346046,0.896186,0.815851,0.81278,1.244704,0.801809,0.798323,0.110791,1.043564,47,4451.78,98
2024-03-22,1.346376,1.105505,0.810665,0.81278,1.157027,0.880734,0.999377,0.084368,1.043664,59,5879.11,118
2024-03-23,1.346706,1.282685,0.805594,0.81278,1.094867,0.965926,1.196153,0.065635,1.043764,71,6479.91,132
2024-03-24,1.347036,1.105505,0.800639,0.81278,1.050797,0.970284,0.988023,0.052354,1.043864,59,4557.23,97
2024-03-25,1.347366,0.896186,0.795801,0.81278,1.019553,1.108314,0.882539,0.042939,1.043964,52,5924.57,107
2024-03-26,1.347696,0.857418,0.791081,0.81278,0.997402,1.086022,0.804799,0.036263,1.044064,48,6133.87,103
2024-03-27,1.348026,0.857418,0.786482,0.81278,0.981697,1.131929,0.821012,0.03153,1.044164,49,5589.33,98
2024-03-28,1.348355,0.896186,0.782004,0.81278,0.970563,0.937135,0.69857,0.028175,1.044264,41,3902.02,85
2024-03-29,1.348685,1.105505,0.777648,0.81278,0.962669,1.112614,1.009365,0.025796,1.044365,60,5871.68,105
2024-03-30,1.349014,1.282685,0.773415,0.81278,0.957072,1.318331,1.372433,0.02411,1.044465,81,8693.6,150
2024-03-31,1.349344,1.105505,0.769306,0.812781,0.953104,0.947617,0.84242,0.022914,1.044565,50,6409.05,99
